id_plano_acao,id_plano_trabalho,id_executor,CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,id_meta,sequencial_meta,nome_executor,objeto_executor,desc_meta,un_medida_meta,qt_uniade_meta,elemento_despesa_estimado,categoria_macro,CLASSIFICACAO DETALHAMENTO OBJETO,CLASSIFICACAO JUSTIFIFICATIVA
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",838340.0,20.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.",CONTRATAÇÃO DE SHOW ARTÍSITICO PARA APRESENTAÇÃO DA  BANDA ALAN VAQUEIRO & FORROZAO QUATRO DE MILHA PARA ATENDER A DEMANDA DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO,MIN,900.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,detalhado,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",838350.0,30.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.","LOCAÇÃO DE ESTRUTURA (PALCO, BARRICADAS, PLACAS DE FECHAMENTO, HOUSE MIX, PÓRTICOS, ENTRADA COM DISCIPLINADORES, CAMARINS, PRATICÁVEIS, TOLDOS, ETC...) DURANTE A TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO",UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",996880.0,60.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.",LOCAÇÃO DE ILUMINAÇÃO GRANDE PORTE PARA PALCO. LOCAÇÃO E MONTAGEM DESISTEMA DE ILUMINAÇÃO COM MESA CONTROLADORA COMPUTADORIZADA DURANTE A 17ª FESTA DO CASAMENTO DO MATUTO,DIA,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",996910.0,90.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.",LOCAÇÃO DE LOCAÇÃO DE TRIO ELÉTRICO DE MÉDIO PORTE EQUIPADO COM: 1 MESA DESOM DE 48 CANAIS E 24 AUXILIARES; 20 MICROFONES SM 58; 14 MICROFONESSM 57; 2 MICROFONE SEM FIO 58 BETA; 6 MICROFONES COM KIT BATERIA; DURANTE A 17ª FESTA DO CASAMENTO DO MATUTO,DIA,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,detalhado,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",996870.0,50.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.","LOCAÇÃO DE 2 CAMARINS ESTRUTURA DE OCTANORMEANODIZADO, COM PERFIS DEALUMÍNIO EFECHAMENTO EM TS ITALIANO, BRANCO DURANTE A 17ª FESTA DO CASAMENTO DO MATUTO",DIA,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",996850.0,30.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.","LOCAÇÃO DE 311 BARRICADA TIPO GRADE EM METAL,MEDINDO 2,00 X 1,00 MT, COM PÉSDESUSTENTAÇÃO, JÁ INCLUSO MONTAGEM,TRANSPORTE E DESMONTAGEM. DURANTE A 17ª FESTA DO CASAMENTO DO MATUTO",DIA,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76237,35379,38126.0,76237-35379-38126,Enviado para Análise,"20000 - PREFEITURA MUNICIPAL DE CANHOBA
Unidade: 20226 - SECRETARIA MUNICIPAL DE CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO ECONÔMICO
Ação: 2050 - MANUTENÇÃO DO SERVIÇO DA CULTURA, TURISMO, ESPORTE, JUVENTUDE E DESENVOLVIMENTO
Função:	13 - Cultura
SubFunção: 122 - Administração Geral
Programa: 0121 - DESENVOLVIMENTO E GESTÃO DO ENSINO FUNDAMENTAL
Categoria Econômica: 30000000 - DESPESAS CORRENTES
Natureza Despesa: 33000000 - OUTRAS DESPESAS CORRENTES
Modalidade Aplicação: 33900000 - APLICAÇÕES DIRETAS
Elemento: 33903900 - Outros Serviços de Terceiros - Pessoa Jurídica
SubElemento: 33903991 - Cachê Para Apresentação Artística (Valor: R$ 100.000,00)
SubElemento: 33903990 - Servicos de Iluminacao, Sonorizacao e Montagem de Palco Para Apresentacao Artistica  (Valor: R$ 98.000,00)
Fonte de Recurso: 17063110- Transfetência Especias da união
",996860.0,40.0,MUNICIPIO DE CANHOBA,"REALIZAÇÃO DA TRADICIONAL FESTA DO 17° CASAMENTO DO MATUTO DE CANHOBA-SERGIPE, COM A CONTRATAÇÃO DE SHOWS ARTÍSTICOS E LOCAÇÃO DE ESTRUTURA.","LOCAÇÃO DE 200 PLACAS DE FECHAMENTO DEVERÃO SER DE CHAPAS METÁLICAS COMESTRUTURAS TUBULARES PARA A PROTEÇÃO DO PALCO E ÁREA DE EVENTO EBACKSTAGE, MEDINDO 2,0 X 2,0 M CADA. DURANTE A 17ª FESTA DO CASAMENTO DO MATUTO",DIA,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76221,42988,45940.0,76221-42988-45940,Enviado para Análise,"Órgão: 2 FUNDO MUNIC. DE SAÚDE DE PEDRO ALEXANDRE
Secretaria: 0208001
UNIDADE EXECUTORA DO FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA - FMS
Unidade: 02.08.001 FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA
10.301.10.2.902 Manutenção do Bloco da Atenção Primaria a Saúde
3.3.90.39.00 OUTROS SERV TERCEIROS - P. JURÍDICA
",969530.0,10.0,MUNICIPIO DE PEDRO ALEXANDRE,"01 AQUISIÇÃO DE FARDAMENTOS PARA AS EQUIPES DE SAÚDE.

02 AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO

03 AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA",AQUISIÇÃO DE FARDAMENTO PARA A EQUIPE DE AGENTES COMUNITÁRIOS DA SECRETARIA DE SAÚDE - DETALHAMENTO EM ANEXO.67212,UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,detalhado,IDENTIFICADO
76221,42988,45940.0,76221-42988-45940,Enviado para Análise,"Órgão: 2 FUNDO MUNIC. DE SAÚDE DE PEDRO ALEXANDRE
Secretaria: 0208001
UNIDADE EXECUTORA DO FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA - FMS
Unidade: 02.08.001 FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA
10.301.10.2.902 Manutenção do Bloco da Atenção Primaria a Saúde
3.3.90.39.00 OUTROS SERV TERCEIROS - P. JURÍDICA
",969540.0,20.0,MUNICIPIO DE PEDRO ALEXANDRE,"01 AQUISIÇÃO DE FARDAMENTOS PARA AS EQUIPES DE SAÚDE.

02 AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO

03 AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA",AQUISIÇÃO DE FARDAMENTO PARA A EQUIPE DE VIGILÂNCIA SANITÁRIA DA SECRETARIA DE SAÚDE - DETALHAMENTO EM ANEXO.,UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76221,42988,45940.0,76221-42988-45940,Enviado para Análise,"Órgão: 2 FUNDO MUNIC. DE SAÚDE DE PEDRO ALEXANDRE
Secretaria: 0208001
UNIDADE EXECUTORA DO FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA - FMS
Unidade: 02.08.001 FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA
10.301.10.2.902 Manutenção do Bloco da Atenção Primaria a Saúde
3.3.90.39.00 OUTROS SERV TERCEIROS - P. JURÍDICA
",969550.0,30.0,MUNICIPIO DE PEDRO ALEXANDRE,"01 AQUISIÇÃO DE FARDAMENTOS PARA AS EQUIPES DE SAÚDE.

02 AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO

03 AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA",AQUISIÇÃO DE FARDAMENTO PARA A EQUIPE DE AGENTES DE COMBATE A ENDEMIAS - DETALHAMENTO EM ANEXO.,UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76221,42988,45940.0,76221-42988-45940,Enviado para Análise,"Órgão: 2 FUNDO MUNIC. DE SAÚDE DE PEDRO ALEXANDRE
Secretaria: 0208001
UNIDADE EXECUTORA DO FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA - FMS
Unidade: 02.08.001 FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA
10.301.10.2.902 Manutenção do Bloco da Atenção Primaria a Saúde
3.3.90.39.00 OUTROS SERV TERCEIROS - P. JURÍDICA
",969570.0,50.0,MUNICIPIO DE PEDRO ALEXANDRE,"01 AQUISIÇÃO DE FARDAMENTOS PARA AS EQUIPES DE SAÚDE.

02 AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO

03 AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA",AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA.,UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76221,42988,45940.0,76221-42988-45940,Enviado para Análise,"Órgão: 2 FUNDO MUNIC. DE SAÚDE DE PEDRO ALEXANDRE
Secretaria: 0208001
UNIDADE EXECUTORA DO FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA - FMS
Unidade: 02.08.001 FUNDO MUNICIPAL DE SAÚDE E VIGILÂNCIA SANITÁRIA
10.301.10.2.902 Manutenção do Bloco da Atenção Primaria a Saúde
3.3.90.39.00 OUTROS SERV TERCEIROS - P. JURÍDICA
",969560.0,40.0,MUNICIPIO DE PEDRO ALEXANDRE,"01 AQUISIÇÃO DE FARDAMENTOS PARA AS EQUIPES DE SAÚDE.

02 AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO

03 AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AS DEMANDAS EXISTENTES NA FARMÁCIA MUNICIPAL E INSUMOS DA ATENÇÃO BÁSICA","AQUISIÇÃO DE COMBUSTÍVEL PARA ATENDER OS VEÍCULOS DA SECRETARIA DE SAÚDE, QUE TEM COMO OBJETIVO, ATENDER AS AMBULÂNCIAS, SAMU, TFD E CARROS QUE DESLOCAM AS EQUIPES DA SAÚDE EM ATENDIMENTO À POPULAÇÃO.",UN,10.0,39 - Outros Serviços de Terceiros - Pessoa Jurídica,Serviços,mediano,IDENTIFICADO
76224,43464,46460.0,76224-43464-46460,Enviado para Análise,"Órgão: 3 - FUNDO MUNICIPAL DE SAÚDE DE PONTO NOVO
 Secretaria: 0212 - FUNDO MUN. DE SAUDE
 Unidade: 02.12.000 - SECRETARIA DE SAUDE
 Atividade  - 10.301.007.1.013 REPAROS ,CONSTRUÇÃO, REFORMA E AMPLIAÇÃO DE UNIDADES BÁSICAS DE SAÚDE
 Natureza da Despesa - 4.4.90.51.00 1601 Obras e Instalações",981010.0,10.0,MUNICIPIO DE PONTO NOVO,"Garantir a continuidade e a qualificação das ações de fortalecimento da atenção primária à saúde, com custeio das despesas correntes necessárias ao pleno funcionamento das Unidades de Saúde da Família (USF) e demais pontos de atenção da APS.","Qualificar e fortalecer a Atenção Primária à Saúde por meio da melhoria da ambiência nas Unidades Básicas de Saúde, com a realização reparos que garantam segurança, conforto e acolhimento aos usuários e profissionais",UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
76465,35463,38207.0,76465-35463-38207,APROVADO,"02. - PODER EXECUTIVO

02.14 - SECRETARIA DE INFRAESTRUTURA E CONTROLE URBANO 

15.451.1505.1029- Construção do Pórtico da Cidade

44900000 - APLICAÇÕES DIRETAS

",839320.0,10.0,MUNICIPIO DE XEXEU,"Construção de um pórtico na entrada principal do Distrito de Campos Frios, localizado na zona urbana do Município de Xexéu/PE, com finalidade de valorização paisagística e fortalecimento da identidade visual do local. O pórtico será implantado em ponto estratégico que dá acesso direto a atrativos turísticos relevantes da região, como mirantes naturais, áreas de banho, trilhas ecológicas e demais elementos de interesse turístico presentes no distrito. A intervenção visa estimular o turismo local, organizar o fluxo de visitantes e fortalecer a vocação turística do município.
",CONSTRUÇÃO DE UM PÓRTICO  DE 84 M2,M2,840.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
76466,35477,38220.0,76466-35477-38220,Enviado para Análise,"02. - PODER EXECUTIVO

02.14 - SECRETARIA DE INFRAESTRUTURA E CONTROLE URBANO 

27.812.2701.1045- Construção, Reforma e/ou Ampliação de Campos de Futebol, Ginásios de Esportes,
Quadras poliesportivas entre Outras.

44900000 - APLICAÇÕES DIRETAS

1.700.3110 - Transferência Especial da União - Emendas Parlamentares Individuais",839460.0,10.0,MUNICIPIO DE XEXEU,"CONSTRUÇÃO DE UM CAMPO SOCIETY COM UMA PRAÇA NA NOVA CAMPOS FRIOS DISTRITO DE CAMPOS FRIOS, ZONA URBANA DO MUNICÍPIO DE XEXÉU- PE.
","CONSTRUÇÃO DE UM CAMPO SOCIETY COM UMA PRAÇA NA NOVA CAMPOS FRIOS DISTRITO DE CAMPOS FRIOS, ZONA URBANA DO MUNICÍPIO DE XEXÉU- PE.",M2,19900.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
76467,36654,39382.0,76467-36654-39382,APROVADO,"02. - PODER EXECUTIVO

02.14 - SECRETARIA DE INFRAESTRUTURA E CONTROLE URBANO

15.451.1503.1028 - Construção e/ou Reposição de Calçamento, Meio-Fio e Recapeamento Asfaltico

 44900000 - APLICAÇÕES DIRETAS

1.700.3110 - Transferência Especial da União - Emendas Parlamentares Individuais

",854740.0,10.0,MUNICIPIO DE XEXEU,"PAVIMENTAÇÃO E URBANIZAÇÃO NA AV MÁRIO MELO ZONA URBANA DO MUNICÍPIO DE XEXÉU-PE.
",PAVIMENTAÇÃO E URBANIZAÇÃO NA AV MÁRIO MELO NO MUNICÍPIO DE XEXÉU-PE - ZONA URBANA,M2,25000.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
76454,41184,44041.0,76454-41184-44041,APROVADO,"Município De Britânia  03
Secretaria de obras e Serviços Urbanos 09
Urbanismo 15
Infra-Estrutura Urbana 451
Urbanismo e INFRA ESTRUTURA 11
Construção e Conservação de Via publicas 1.011
Obras e Instalações 4.4.90.51",931370.0,10.0,MUNICIPIO DE BRITANIA,"Pavimentação: Adequação De Vias Urbanas.
Tapa buraco (Massa Asfáltica tipo CBUQ a Frio, sendo 300 Toneladas), Canteiros de Avenidas - Meio Fios (Meio Fios em concreto com máquina Extrusora - 15 CM Base X 25 CM Altura) e Passeios Públicos (Calçada em concreto com espessura de 6,00 CM e rampas de Acessibilidade).

Resultados Esperados: Melhoria da mobilidade urbana, garantindo vias em boas condições de tráfego para veículos e pedestres, Promoção da acessibilidade, assegurando calçadas e passeios adequados para pessoas com deficiência ou mobilidade reduzida, Maior conforto e qualidade de vida para a população, através da melhoria da infraestrutura urbana.","Serviços de Tapa buraco (Massa Asfáltica tipo CBUQ a Frio, sendo 300 Toneladas)",M2,23000.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
76454,41184,44041.0,76454-41184-44041,APROVADO,"Município De Britânia  03
Secretaria de obras e Serviços Urbanos 09
Urbanismo 15
Infra-Estrutura Urbana 451
Urbanismo e INFRA ESTRUTURA 11
Construção e Conservação de Via publicas 1.011
Obras e Instalações 4.4.90.51",931380.0,20.0,MUNICIPIO DE BRITANIA,"Pavimentação: Adequação De Vias Urbanas.
Tapa buraco (Massa Asfáltica tipo CBUQ a Frio, sendo 300 Toneladas), Canteiros de Avenidas - Meio Fios (Meio Fios em concreto com máquina Extrusora - 15 CM Base X 25 CM Altura) e Passeios Públicos (Calçada em concreto com espessura de 6,00 CM e rampas de Acessibilidade).

Resultados Esperados: Melhoria da mobilidade urbana, garantindo vias em boas condições de tráfego para veículos e pedestres, Promoção da acessibilidade, assegurando calçadas e passeios adequados para pessoas com deficiência ou mobilidade reduzida, Maior conforto e qualidade de vida para a população, através da melhoria da infraestrutura urbana.",Canteiros de Avenidas - Meio Fios (Meio Fios em concreto com máquina Extrusora - 15 CM Base X 25 CM Altura),UI/ML,24000.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
76454,41184,44041.0,76454-41184-44041,APROVADO,"Município De Britânia  03
Secretaria de obras e Serviços Urbanos 09
Urbanismo 15
Infra-Estrutura Urbana 451
Urbanismo e INFRA ESTRUTURA 11
Construção e Conservação de Via publicas 1.011
Obras e Instalações 4.4.90.51",994590.0,30.0,MUNICIPIO DE BRITANIA,"Pavimentação: Adequação De Vias Urbanas.
Tapa buraco (Massa Asfáltica tipo CBUQ a Frio, sendo 300 Toneladas), Canteiros de Avenidas - Meio Fios (Meio Fios em concreto com máquina Extrusora - 15 CM Base X 25 CM Altura) e Passeios Públicos (Calçada em concreto com espessura de 6,00 CM e rampas de Acessibilidade).

Resultados Esperados: Melhoria da mobilidade urbana, garantindo vias em boas condições de tráfego para veículos e pedestres, Promoção da acessibilidade, assegurando calçadas e passeios adequados para pessoas com deficiência ou mobilidade reduzida, Maior conforto e qualidade de vida para a população, através da melhoria da infraestrutura urbana.","Passeios Publicos - Calçadas (Calçada em concreto com espessura de 6,00 CM e rampas de Acessibilidade)",M2,25000.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
