"id_executor","cd_area_politica_publica_tipo_pt","area_politica_publica_tipo_pt","cd_area_politica_publica_pt","area_politica_publica_pt"
20714,26,"Transporte",782,"Transporte Rodoviário"
26001,12,"Educação",361,"Ensino Fundamental"
4950,12,"Educação",365,"Educação Infantil"
14778,15,"Urbanismo",451,"Infraestrutura Urbana "
14778,26,"Transporte",782,"Transporte Rodoviário"
144,15,"Urbanismo",451,"Infraestrutura Urbana "
11940,15,"Urbanismo",451,"Infraestrutura Urbana "
30031,23,"Comércio e Serviços",695,"Turismo"
30031,15,"Urbanismo",451,"Infraestrutura Urbana "
1313,10,"Saúde",301,"Atenção Básica"
5540,25,"Energia",752,"Energia Elétrica"
30267,15,"Urbanismo",451,"Infraestrutura Urbana "
31046,6,"Segurança Pública",181,"Policiamento"
5167,8,"Assistência Social",244,"Assistência Comunitária"
5167,15,"Urbanismo",451,"Infraestrutura Urbana "
31072,15,"Urbanismo",451,"Infraestrutura Urbana "
5230,13,"Cultura",392,"Difusão Cultural"
5287,15,"Urbanismo",451,"Infraestrutura Urbana "
21947,26,"Transporte",782,"Transporte Rodoviário"
5439,27,"Desporto e Lazer",812,"Desporto Comunitário"
1039,15,"Urbanismo",451,"Infraestrutura Urbana "
3133,15,"Urbanismo",451,"Infraestrutura Urbana "
652,15,"Urbanismo",452,"Serviços Urbanos"
652,12,"Educação",361,"Ensino Fundamental"
652,26,"Transporte",782,"Transporte Rodoviário"
33056,17,"Saneamento",512,"Saneamento Básico Urbano"
9346,13,"Cultura",392,"Difusão Cultural"
30247,15,"Urbanismo",451,"Infraestrutura Urbana "
25986,12,"Educação",364,"Ensino Superior"
25987,15,"Urbanismo",451,"Infraestrutura Urbana "
25988,8,"Assistência Social",244,"Assistência Comunitária"
25964,27,"Desporto e Lazer",812,"Desporto Comunitário"
25965,19,"Ciência e Tecnologia",573,"Difusão do Conhecimento Científico e Tecnológico"
25962,13,"Cultura",392,"Difusão Cultural"
25963,20,"Agricultura",606,"Extensão Rural"
25992,12,"Educação",364,"Ensino Superior"
10616,15,"Urbanismo",451,"Infraestrutura Urbana "
10616,27,"Desporto e Lazer",812,"Desporto Comunitário"
31651,27,"Desporto e Lazer",813,"Lazer"
31653,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
31655,27,"Desporto e Lazer",812,"Desporto Comunitário"
31729,10,"Saúde",301,"Atenção Básica"
15774,15,"Urbanismo",451,"Infraestrutura Urbana "
15774,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
16705,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
33831,10,"Saúde",301,"Atenção Básica"
20259,15,"Urbanismo",451,"Infraestrutura Urbana "
20259,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
20805,15,"Urbanismo",451,"Infraestrutura Urbana "
35345,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
18464,15,"Urbanismo",451,"Infraestrutura Urbana "
5649,12,"Educação",361,"Ensino Fundamental"
5649,15,"Urbanismo",451,"Infraestrutura Urbana "
5649,16,"Habitação",481,"Habitação Rural"
5649,16,"Habitação",482,"Habitação Urbana"
5737,20,"Agricultura",608,"Promoção da Produção Agropecuária"
24788,15,"Urbanismo",451,"Infraestrutura Urbana "
811,26,"Transporte",782,"Transporte Rodoviário"
5382,12,"Educação",368,"Educação Básica"
7946,17,"Saneamento",512,"Saneamento Básico Urbano"
7946,20,"Agricultura",608,"Promoção da Produção Agropecuária"
6173,15,"Urbanismo",451,"Infraestrutura Urbana "
6166,15,"Urbanismo",451,"Infraestrutura Urbana "
6214,15,"Urbanismo",451,"Infraestrutura Urbana "
29553,15,"Urbanismo",452,"Serviços Urbanos"
6176,15,"Urbanismo",451,"Infraestrutura Urbana "
29848,15,"Urbanismo",452,"Serviços Urbanos"
6352,15,"Urbanismo",451,"Infraestrutura Urbana "
6352,27,"Desporto e Lazer",813,"Lazer"
20064,20,"Agricultura",608,"Promoção da Produção Agropecuária"
27116,23,"Comércio e Serviços",695,"Turismo"
6415,26,"Transporte",782,"Transporte Rodoviário"
6529,23,"Comércio e Serviços",695,"Turismo"
29517,10,"Saúde",301,"Atenção Básica"
34182,20,"Agricultura",606,"Extensão Rural"
34182,20,"Agricultura",608,"Promoção da Produção Agropecuária"
6779,17,"Saneamento",512,"Saneamento Básico Urbano"
6779,20,"Agricultura",605,"Abastecimento"
6779,20,"Agricultura",606,"Extensão Rural"
6779,20,"Agricultura",607,"Irrigação"
6779,20,"Agricultura",608,"Promoção da Produção Agropecuária"
6779,20,"Agricultura",609,"Defesa Agropecuária"
6722,13,"Cultura",392,"Difusão Cultural"
26595,18,"Gestão Ambiental",542,"Controle Ambiental"
7049,10,"Saúde",301,"Atenção Básica"
7049,12,"Educação",361,"Ensino Fundamental"
7049,15,"Urbanismo",452,"Serviços Urbanos"
7049,26,"Transporte",782,"Transporte Rodoviário"
7030,15,"Urbanismo",451,"Infraestrutura Urbana "
6977,8,"Assistência Social",244,"Assistência Comunitária"
6977,15,"Urbanismo",452,"Serviços Urbanos"
7028,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
7028,10,"Saúde",301,"Atenção Básica"
7139,20,"Agricultura",608,"Promoção da Produção Agropecuária"
9562,20,"Agricultura",608,"Promoção da Produção Agropecuária"
7211,6,"Segurança Pública",181,"Policiamento"
7246,15,"Urbanismo",451,"Infraestrutura Urbana "
5981,20,"Agricultura",606,"Extensão Rural"
5981,15,"Urbanismo",452,"Serviços Urbanos"
5981,26,"Transporte",782,"Transporte Rodoviário"
17099,15,"Urbanismo",451,"Infraestrutura Urbana "
24061,16,"Habitação",482,"Habitação Urbana"
7363,15,"Urbanismo",451,"Infraestrutura Urbana "
7520,23,"Comércio e Serviços",691,"Promoção Comercial"
26832,15,"Urbanismo",451,"Infraestrutura Urbana "
1890,15,"Urbanismo",451,"Infraestrutura Urbana "
5152,20,"Agricultura",606,"Extensão Rural"
7381,15,"Urbanismo",451,"Infraestrutura Urbana "
2934,15,"Urbanismo",451,"Infraestrutura Urbana "
7382,15,"Urbanismo",451,"Infraestrutura Urbana "
7754,12,"Educação",361,"Ensino Fundamental"
11329,15,"Urbanismo",451,"Infraestrutura Urbana "
32469,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
7832,20,"Agricultura",606,"Extensão Rural"
8016,17,"Saneamento",511,"Saneamento Básico Rural"
34254,15,"Urbanismo",451,"Infraestrutura Urbana "
7205,6,"Segurança Pública",182,"Defesa Civil"
7206,12,"Educação",364,"Ensino Superior"
7209,6,"Segurança Pública",181,"Policiamento"
7210,6,"Segurança Pública",181,"Policiamento"
34235,23,"Comércio e Serviços",695,"Turismo"
34235,15,"Urbanismo",452,"Serviços Urbanos"
36878,27,"Desporto e Lazer",813,"Lazer"
12924,27,"Desporto e Lazer",812,"Desporto Comunitário"
24754,15,"Urbanismo",452,"Serviços Urbanos"
24694,15,"Urbanismo",451,"Infraestrutura Urbana "
8537,15,"Urbanismo",451,"Infraestrutura Urbana "
15464,15,"Urbanismo",451,"Infraestrutura Urbana "
15464,15,"Urbanismo",452,"Serviços Urbanos"
16691,23,"Comércio e Serviços",695,"Turismo"
32857,15,"Urbanismo",451,"Infraestrutura Urbana "
32857,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
32857,25,"Energia",751,"Conservação de Energia"
9939,20,"Agricultura",608,"Promoção da Produção Agropecuária"
25028,15,"Urbanismo",452,"Serviços Urbanos"
9973,27,"Desporto e Lazer",812,"Desporto Comunitário"
5625,23,"Comércio e Serviços",695,"Turismo"
6010,26,"Transporte",782,"Transporte Rodoviário"
10591,16,"Habitação",481,"Habitação Rural"
10591,16,"Habitação",482,"Habitação Urbana"
31319,15,"Urbanismo",451,"Infraestrutura Urbana "
10743,6,"Segurança Pública",181,"Policiamento"
768,15,"Urbanismo",451,"Infraestrutura Urbana "
768,27,"Desporto e Lazer",813,"Lazer"
11207,27,"Desporto e Lazer",813,"Lazer"
11833,26,"Transporte",782,"Transporte Rodoviário"
11867,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
11867,15,"Urbanismo",451,"Infraestrutura Urbana "
2444,20,"Agricultura",606,"Extensão Rural"
12654,15,"Urbanismo",451,"Infraestrutura Urbana "
12408,15,"Urbanismo",451,"Infraestrutura Urbana "
1606,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
2478,6,"Segurança Pública",181,"Policiamento"
2478,15,"Urbanismo",451,"Infraestrutura Urbana "
2557,15,"Urbanismo",451,"Infraestrutura Urbana "
2571,15,"Urbanismo",451,"Infraestrutura Urbana "
2672,6,"Segurança Pública",181,"Policiamento"
2672,8,"Assistência Social",244,"Assistência Comunitária"
2672,15,"Urbanismo",451,"Infraestrutura Urbana "
25448,15,"Urbanismo",451,"Infraestrutura Urbana "
29907,8,"Assistência Social",244,"Assistência Comunitária"
13287,20,"Agricultura",608,"Promoção da Produção Agropecuária"
13287,15,"Urbanismo",451,"Infraestrutura Urbana "
21551,23,"Comércio e Serviços",695,"Turismo"
21551,27,"Desporto e Lazer",813,"Lazer"
6881,27,"Desporto e Lazer",812,"Desporto Comunitário"
7976,15,"Urbanismo",451,"Infraestrutura Urbana "
27260,10,"Saúde",303,"Suporte Profilático e Terapêutico"
13622,15,"Urbanismo",451,"Infraestrutura Urbana "
13833,12,"Educação",361,"Ensino Fundamental"
24188,20,"Agricultura",608,"Promoção da Produção Agropecuária"
4142,11,"Trabalho",334,"Fomento ao Trabalho"
18968,15,"Urbanismo",451,"Infraestrutura Urbana "
14118,15,"Urbanismo",451,"Infraestrutura Urbana "
14686,15,"Urbanismo",451,"Infraestrutura Urbana "
32559,15,"Urbanismo",451,"Infraestrutura Urbana "
32559,25,"Energia",751,"Conservação de Energia"
14798,15,"Urbanismo",451,"Infraestrutura Urbana "
31537,20,"Agricultura",608,"Promoção da Produção Agropecuária"
31537,27,"Desporto e Lazer",812,"Desporto Comunitário"
31537,15,"Urbanismo",451,"Infraestrutura Urbana "
13302,15,"Urbanismo",451,"Infraestrutura Urbana "
14871,15,"Urbanismo",451,"Infraestrutura Urbana "
24102,15,"Urbanismo",451,"Infraestrutura Urbana "
9618,8,"Assistência Social",244,"Assistência Comunitária"
19677,15,"Urbanismo",451,"Infraestrutura Urbana "
18157,10,"Saúde",301,"Atenção Básica"
16311,15,"Urbanismo",451,"Infraestrutura Urbana "
16311,15,"Urbanismo",452,"Serviços Urbanos"
31562,15,"Urbanismo",451,"Infraestrutura Urbana "
8950,15,"Urbanismo",451,"Infraestrutura Urbana "
15596,15,"Urbanismo",451,"Infraestrutura Urbana "
15635,10,"Saúde",301,"Atenção Básica"
29933,10,"Saúde",301,"Atenção Básica"
29934,15,"Urbanismo",451,"Infraestrutura Urbana "
7094,10,"Saúde",301,"Atenção Básica"
27131,15,"Urbanismo",451,"Infraestrutura Urbana "
15639,23,"Comércio e Serviços",695,"Turismo"
16662,15,"Urbanismo",452,"Serviços Urbanos"
16662,12,"Educação",361,"Ensino Fundamental"
17030,10,"Saúde",304,"Vigilância Sanitária"
32599,10,"Saúde",301,"Atenção Básica"
18984,15,"Urbanismo",451,"Infraestrutura Urbana "
18984,25,"Energia",752,"Energia Elétrica"
19519,10,"Saúde",301,"Atenção Básica"
19519,17,"Saneamento",512,"Saneamento Básico Urbano"
29944,17,"Saneamento",512,"Saneamento Básico Urbano"
29945,17,"Saneamento",511,"Saneamento Básico Rural"
28944,15,"Urbanismo",452,"Serviços Urbanos"
12814,15,"Urbanismo",452,"Serviços Urbanos"
17619,15,"Urbanismo",452,"Serviços Urbanos"
6876,15,"Urbanismo",452,"Serviços Urbanos"
6876,26,"Transporte",782,"Transporte Rodoviário"
18038,15,"Urbanismo",451,"Infraestrutura Urbana "
18038,27,"Desporto e Lazer",812,"Desporto Comunitário"
18039,22,"Indústria",661,"Promoção Industrial"
18039,27,"Desporto e Lazer",812,"Desporto Comunitário"
18039,15,"Urbanismo",451,"Infraestrutura Urbana "
18040,15,"Urbanismo",451,"Infraestrutura Urbana "
17959,20,"Agricultura",608,"Promoção da Produção Agropecuária"
18041,15,"Urbanismo",451,"Infraestrutura Urbana "
18041,27,"Desporto e Lazer",812,"Desporto Comunitário"
17888,15,"Urbanismo",451,"Infraestrutura Urbana "
18224,15,"Urbanismo",451,"Infraestrutura Urbana "
15593,11,"Trabalho",333,"Empregabilidade"
15593,23,"Comércio e Serviços",691,"Promoção Comercial"
18274,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
18274,13,"Cultura",392,"Difusão Cultural"
18190,15,"Urbanismo",451,"Infraestrutura Urbana "
31283,20,"Agricultura",608,"Promoção da Produção Agropecuária"
19223,27,"Desporto e Lazer",812,"Desporto Comunitário"
19333,15,"Urbanismo",451,"Infraestrutura Urbana "
31775,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
31775,14,"Direitos da Cidadania",422,"Direitos Individuais, Coletivos e Difusos"
31775,27,"Desporto e Lazer",813,"Lazer"
19615,20,"Agricultura",605,"Abastecimento"
19630,15,"Urbanismo",452,"Serviços Urbanos"
16032,15,"Urbanismo",451,"Infraestrutura Urbana "
29029,22,"Indústria",661,"Promoção Industrial"
33121,15,"Urbanismo",451,"Infraestrutura Urbana "
10702,23,"Comércio e Serviços",695,"Turismo"
31827,15,"Urbanismo",451,"Infraestrutura Urbana "
31827,15,"Urbanismo",452,"Serviços Urbanos"
31805,8,"Assistência Social",244,"Assistência Comunitária"
31814,15,"Urbanismo",451,"Infraestrutura Urbana "
31800,15,"Urbanismo",451,"Infraestrutura Urbana "
20528,27,"Desporto e Lazer",813,"Lazer"
5410,20,"Agricultura",608,"Promoção da Produção Agropecuária"
460,20,"Agricultura",608,"Promoção da Produção Agropecuária"
1708,15,"Urbanismo",451,"Infraestrutura Urbana "
20470,20,"Agricultura",608,"Promoção da Produção Agropecuária"
1047,20,"Agricultura",606,"Extensão Rural"
21957,15,"Urbanismo",452,"Serviços Urbanos"
21848,20,"Agricultura",608,"Promoção da Produção Agropecuária"
22014,15,"Urbanismo",452,"Serviços Urbanos"
21932,15,"Urbanismo",451,"Infraestrutura Urbana "
31863,20,"Agricultura",608,"Promoção da Produção Agropecuária"
24683,6,"Segurança Pública",181,"Policiamento"
23331,15,"Urbanismo",451,"Infraestrutura Urbana "
5860,26,"Transporte",782,"Transporte Rodoviário"
5399,15,"Urbanismo",451,"Infraestrutura Urbana "
430,20,"Agricultura",608,"Promoção da Produção Agropecuária"
2033,16,"Habitação",482,"Habitação Urbana"
31934,12,"Educação",364,"Ensino Superior"
23652,8,"Assistência Social",244,"Assistência Comunitária"
24156,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
13647,10,"Saúde",305,"Vigilância Epidemiológica"
14848,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
14848,13,"Cultura",392,"Difusão Cultural"
14848,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
14848,18,"Gestão Ambiental",542,"Controle Ambiental"
14848,23,"Comércio e Serviços",695,"Turismo"
24478,15,"Urbanismo",451,"Infraestrutura Urbana "
26406,15,"Urbanismo",451,"Infraestrutura Urbana "
7730,15,"Urbanismo",451,"Infraestrutura Urbana "
30599,20,"Agricultura",608,"Promoção da Produção Agropecuária"
30765,15,"Urbanismo",451,"Infraestrutura Urbana "
8506,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
26000,15,"Urbanismo",451,"Infraestrutura Urbana "
25014,15,"Urbanismo",451,"Infraestrutura Urbana "
25490,15,"Urbanismo",451,"Infraestrutura Urbana "
25490,25,"Energia",754,"Biocombustíveis "
18116,20,"Agricultura",608,"Promoção da Produção Agropecuária"
25520,17,"Saneamento",511,"Saneamento Básico Rural"
25520,26,"Transporte",782,"Transporte Rodoviário"
25520,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
25520,15,"Urbanismo",451,"Infraestrutura Urbana "
26318,15,"Urbanismo",451,"Infraestrutura Urbana "
26398,15,"Urbanismo",451,"Infraestrutura Urbana "
20157,27,"Desporto e Lazer",813,"Lazer"
20157,20,"Agricultura",608,"Promoção da Produção Agropecuária"
2454,27,"Desporto e Lazer",813,"Lazer"
6623,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
368,15,"Urbanismo",451,"Infraestrutura Urbana "
25796,15,"Urbanismo",451,"Infraestrutura Urbana "
35270,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
19489,10,"Saúde",301,"Atenção Básica"
4308,15,"Urbanismo",451,"Infraestrutura Urbana "
22044,15,"Urbanismo",451,"Infraestrutura Urbana "
29985,15,"Urbanismo",451,"Infraestrutura Urbana "
11266,15,"Urbanismo",452,"Serviços Urbanos"
7508,15,"Urbanismo",451,"Infraestrutura Urbana "
26895,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
19057,15,"Urbanismo",451,"Infraestrutura Urbana "
22703,15,"Urbanismo",451,"Infraestrutura Urbana "
22703,23,"Comércio e Serviços",691,"Promoção Comercial"
22703,27,"Desporto e Lazer",812,"Desporto Comunitário"
26877,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
22453,27,"Desporto e Lazer",813,"Lazer"
7594,15,"Urbanismo",451,"Infraestrutura Urbana "
2387,15,"Urbanismo",451,"Infraestrutura Urbana "
1697,15,"Urbanismo",451,"Infraestrutura Urbana "
30277,12,"Educação",365,"Educação Infantil"
18193,20,"Agricultura",608,"Promoção da Produção Agropecuária"
18195,27,"Desporto e Lazer",812,"Desporto Comunitário"
18194,8,"Assistência Social",244,"Assistência Comunitária"
18194,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
18194,11,"Trabalho",333,"Empregabilidade"
18194,11,"Trabalho",334,"Fomento ao Trabalho"
32476,15,"Urbanismo",451,"Infraestrutura Urbana "
32457,15,"Urbanismo",452,"Serviços Urbanos"
20194,15,"Urbanismo",451,"Infraestrutura Urbana "
20194,20,"Agricultura",608,"Promoção da Produção Agropecuária"
32597,15,"Urbanismo",451,"Infraestrutura Urbana "
24495,13,"Cultura",392,"Difusão Cultural"
24495,15,"Urbanismo",451,"Infraestrutura Urbana "
24495,20,"Agricultura",608,"Promoção da Produção Agropecuária"
10612,20,"Agricultura",608,"Promoção da Produção Agropecuária"
10612,12,"Educação",365,"Educação Infantil"
7328,15,"Urbanismo",451,"Infraestrutura Urbana "
32642,15,"Urbanismo",452,"Serviços Urbanos"
8729,15,"Urbanismo",451,"Infraestrutura Urbana "
30418,20,"Agricultura",608,"Promoção da Produção Agropecuária"
32471,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
9846,15,"Urbanismo",451,"Infraestrutura Urbana "
38796,26,"Transporte",782,"Transporte Rodoviário"
10770,10,"Saúde",301,"Atenção Básica"
37025,15,"Urbanismo",451,"Infraestrutura Urbana "
34584,15,"Urbanismo",452,"Serviços Urbanos"
21558,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
21558,15,"Urbanismo",451,"Infraestrutura Urbana "
21259,15,"Urbanismo",451,"Infraestrutura Urbana "
21259,15,"Urbanismo",452,"Serviços Urbanos"
26638,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
26639,15,"Urbanismo",451,"Infraestrutura Urbana "
19094,15,"Urbanismo",451,"Infraestrutura Urbana "
20424,12,"Educação",368,"Educação Básica"
38258,15,"Urbanismo",451,"Infraestrutura Urbana "
24347,15,"Urbanismo",451,"Infraestrutura Urbana "
19589,20,"Agricultura",608,"Promoção da Produção Agropecuária"
35281,12,"Educação",361,"Ensino Fundamental"
27924,11,"Trabalho",334,"Fomento ao Trabalho"
6045,15,"Urbanismo",451,"Infraestrutura Urbana "
23251,15,"Urbanismo",451,"Infraestrutura Urbana "
16012,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
36239,20,"Agricultura",606,"Extensão Rural"
27921,27,"Desporto e Lazer",812,"Desporto Comunitário"
34036,15,"Urbanismo",451,"Infraestrutura Urbana "
748,20,"Agricultura",608,"Promoção da Produção Agropecuária"
748,20,"Agricultura",605,"Abastecimento"
29664,10,"Saúde",301,"Atenção Básica"
28190,15,"Urbanismo",451,"Infraestrutura Urbana "
28190,27,"Desporto e Lazer",812,"Desporto Comunitário"
28190,27,"Desporto e Lazer",813,"Lazer"
34513,25,"Energia",751,"Conservação de Energia"
23765,15,"Urbanismo",451,"Infraestrutura Urbana "
23765,15,"Urbanismo",452,"Serviços Urbanos"
25104,15,"Urbanismo",451,"Infraestrutura Urbana "
9325,15,"Urbanismo",451,"Infraestrutura Urbana "
24607,15,"Urbanismo",451,"Infraestrutura Urbana "
23537,15,"Urbanismo",452,"Serviços Urbanos"
26287,8,"Assistência Social",241,"Assistência ao Idoso"
25683,15,"Urbanismo",451,"Infraestrutura Urbana "
25508,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
21301,15,"Urbanismo",451,"Infraestrutura Urbana "
21301,10,"Saúde",301,"Atenção Básica"
21301,27,"Desporto e Lazer",812,"Desporto Comunitário"
24237,15,"Urbanismo",451,"Infraestrutura Urbana "
24472,15,"Urbanismo",451,"Infraestrutura Urbana "
30551,13,"Cultura",392,"Difusão Cultural"
1993,16,"Habitação",482,"Habitação Urbana"
1993,27,"Desporto e Lazer",812,"Desporto Comunitário"
1994,27,"Desporto e Lazer",812,"Desporto Comunitário"
7668,10,"Saúde",301,"Atenção Básica"
28628,26,"Transporte",784,"Transporte Hidroviário"
22312,10,"Saúde",301,"Atenção Básica"
11544,27,"Desporto e Lazer",813,"Lazer"
22576,27,"Desporto e Lazer",812,"Desporto Comunitário"
22576,27,"Desporto e Lazer",813,"Lazer"
23967,14,"Direitos da Cidadania",422,"Direitos Individuais, Coletivos e Difusos"
28348,10,"Saúde",304,"Vigilância Sanitária"
32621,27,"Desporto e Lazer",813,"Lazer"
26697,10,"Saúde",304,"Vigilância Sanitária"
29965,10,"Saúde",304,"Vigilância Sanitária"
34871,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
36360,10,"Saúde",304,"Vigilância Sanitária"
29963,10,"Saúde",301,"Atenção Básica"
13101,27,"Desporto e Lazer",812,"Desporto Comunitário"
21381,13,"Cultura",392,"Difusão Cultural"
28382,6,"Segurança Pública",183,"Informação e Inteligência"
29428,6,"Segurança Pública",183,"Informação e Inteligência"
22448,25,"Energia",752,"Energia Elétrica"
25642,15,"Urbanismo",452,"Serviços Urbanos"
35958,17,"Saneamento",511,"Saneamento Básico Rural"
30991,15,"Urbanismo",451,"Infraestrutura Urbana "
27584,6,"Segurança Pública",181,"Policiamento"
21208,15,"Urbanismo",451,"Infraestrutura Urbana "
21208,15,"Urbanismo",452,"Serviços Urbanos"
21208,20,"Agricultura",608,"Promoção da Produção Agropecuária"
22250,27,"Desporto e Lazer",811,"Desporto de Rendimento"
22250,27,"Desporto e Lazer",812,"Desporto Comunitário"
27901,20,"Agricultura",606,"Extensão Rural"
36327,27,"Desporto e Lazer",813,"Lazer"
10407,27,"Desporto e Lazer",812,"Desporto Comunitário"
28002,15,"Urbanismo",451,"Infraestrutura Urbana "
16823,10,"Saúde",301,"Atenção Básica"
22372,15,"Urbanismo",452,"Serviços Urbanos"
24135,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
23197,15,"Urbanismo",452,"Serviços Urbanos"
23197,15,"Urbanismo",451,"Infraestrutura Urbana "
34512,25,"Energia",751,"Conservação de Energia"
22832,20,"Agricultura",607,"Irrigação"
18490,10,"Saúde",305,"Vigilância Epidemiológica"
23737,15,"Urbanismo",451,"Infraestrutura Urbana "
28347,20,"Agricultura",608,"Promoção da Produção Agropecuária"
32383,17,"Saneamento",512,"Saneamento Básico Urbano"
17173,20,"Agricultura",607,"Irrigação"
17174,11,"Trabalho",333,"Empregabilidade"
28071,20,"Agricultura",606,"Extensão Rural"
31605,20,"Agricultura",606,"Extensão Rural"
31605,26,"Transporte",782,"Transporte Rodoviário"
16686,15,"Urbanismo",451,"Infraestrutura Urbana "
34972,20,"Agricultura",608,"Promoção da Produção Agropecuária"
35865,15,"Urbanismo",451,"Infraestrutura Urbana "
10975,12,"Educação",361,"Ensino Fundamental"
5165,6,"Segurança Pública",181,"Policiamento"
26054,15,"Urbanismo",452,"Serviços Urbanos"
28564,15,"Urbanismo",451,"Infraestrutura Urbana "
34312,15,"Urbanismo",452,"Serviços Urbanos"
22658,15,"Urbanismo",451,"Infraestrutura Urbana "
30154,20,"Agricultura",608,"Promoção da Produção Agropecuária"
33003,15,"Urbanismo",451,"Infraestrutura Urbana "
30715,15,"Urbanismo",451,"Infraestrutura Urbana "
16470,6,"Segurança Pública",181,"Policiamento"
36933,8,"Assistência Social",244,"Assistência Comunitária"
30898,15,"Urbanismo",451,"Infraestrutura Urbana "
8353,10,"Saúde",303,"Suporte Profilático e Terapêutico"
32541,15,"Urbanismo",451,"Infraestrutura Urbana "
5584,15,"Urbanismo",451,"Infraestrutura Urbana "
7220,20,"Agricultura",608,"Promoção da Produção Agropecuária"
35037,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
18518,15,"Urbanismo",452,"Serviços Urbanos"
32871,11,"Trabalho",333,"Empregabilidade"
36100,15,"Urbanismo",451,"Infraestrutura Urbana "
16038,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
16038,15,"Urbanismo",451,"Infraestrutura Urbana "
16038,23,"Comércio e Serviços",692,"Comercialização"
16038,26,"Transporte",782,"Transporte Rodoviário"
16038,6,"Segurança Pública",183,"Informação e Inteligência"
26088,15,"Urbanismo",451,"Infraestrutura Urbana "
33019,15,"Urbanismo",451,"Infraestrutura Urbana "
22327,15,"Urbanismo",451,"Infraestrutura Urbana "
36484,8,"Assistência Social",244,"Assistência Comunitária"
36484,26,"Transporte",782,"Transporte Rodoviário"
21985,15,"Urbanismo",452,"Serviços Urbanos"
7515,6,"Segurança Pública",181,"Policiamento"
7515,6,"Segurança Pública",182,"Defesa Civil"
7515,6,"Segurança Pública",183,"Informação e Inteligência"
7515,8,"Assistência Social",241,"Assistência ao Idoso"
7515,8,"Assistência Social",242,"Assistência ao Portador de Deficiência"
7515,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
7515,8,"Assistência Social",244,"Assistência Comunitária"
7515,10,"Saúde",301,"Atenção Básica"
7515,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
7515,10,"Saúde",303,"Suporte Profilático e Terapêutico"
7515,10,"Saúde",304,"Vigilância Sanitária"
7515,10,"Saúde",305,"Vigilância Epidemiológica"
7515,10,"Saúde",306,"Alimentação e Nutrição"
7515,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
7515,11,"Trabalho",332,"Relações de Trabalho"
7515,11,"Trabalho",333,"Empregabilidade"
7515,11,"Trabalho",334,"Fomento ao Trabalho"
7515,12,"Educação",361,"Ensino Fundamental"
7515,12,"Educação",362,"Ensino Médio"
7515,12,"Educação",363,"Ensino Profissional"
7515,12,"Educação",364,"Ensino Superior"
7515,12,"Educação",365,"Educação Infantil"
7515,12,"Educação",366,"Educação de Jovens e Adultos"
7515,12,"Educação",367,"Educação Especial"
7515,12,"Educação",368,"Educação Básica"
7515,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
7515,13,"Cultura",392,"Difusão Cultural"
7515,14,"Direitos da Cidadania",421,"Custódia e Reintegração Social"
7515,14,"Direitos da Cidadania",422,"Direitos Individuais, Coletivos e Difusos"
7515,14,"Direitos da Cidadania",423,"Assistência aos Povos Indígenas"
7515,15,"Urbanismo",451,"Infraestrutura Urbana "
7515,15,"Urbanismo",452,"Serviços Urbanos"
7515,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
7515,16,"Habitação",481,"Habitação Rural"
