"id_plano_trabalho_analise","codigo_siorg_orgao_analise_pt","nome_orgao_analise_pt","situacao_planejamento_pt","situacao_parecer_analise_pt","texto_parecer_analise_pt","situacao_analise_pt","data_analise_pt","valor_reprovado_analise_pt","id_plano_trabalho"
142310,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Prezados, 
 
Serão necessárias, as seguintes alterações, no que se referente às Metas 1, de competência deste MCID:

•	Na aba PLANO DE TRABALHO, Indicar, de forma completa, a classificação orçamentária de despesas em que o recurso será alocado, incluindo a subfunção 451 – Infraestrutura Urbana referente às Metas 1, uma vez que o objeto deve estar correlacionado à função e subfunção orçamentária apresentada;
•	Indicar ou adequar as Metas 1, para que sejam mensuráveis, registrando no campo QUANTIDADE, o quantitativo de lâmpadas que será instalado;
","Concluída","2025-09-26T15:26:11.726606",,41501
135554,244,"Ministério da Educação","APROVADO","Não se aplica","O OBJETO PACTUADO NÃO SE ENCONTRA SOB GESTÃO DO MEC. SUGERE-SE ENCAMINHAMENTO AO FNDE.","Concluída","2025-08-26T00:00:00",0,38061
142943,253,"Fundo Nacional de Desenvolvimento da Educação","APROVADO","Aprovar Plano de Trabalho","Considerando o disposto na Portaria Conjunta MF/MGI nº 15, de 28 de julho de 2025, em especial o art. 6º e seu parágrafo único, registra-se que a análise dos Planos de Trabalho apresentados no âmbito das transferências especiais de 2025 à CGEST/DIGAP/FNDE foi realizada de acordo com os critérios normativos estabelecidos.
Destaca-se que, conforme a Instrução Normativa TCU nº 93, de 17 de janeiro de 2024, compete aos sistemas de controle interno dos entes locais e aos órgãos de controle externo a fiscalização da regularidade das despesas realizadas, do cumprimento das metas e da correta aplicação dos recursos recebidos. 
Dessa forma, não cabe ao FNDE responsabilidade quanto à repasses financeiros, avaliação de mérito quanto à execução física e financeira, à conclusão dos objetos ou à aferição do alcance das metas propostas.
A atuação do FNDE, portanto, limita-se à análise objetiva e específica da compatibilidade do objeto com os programas educacionais sob sua responsabilidade, bem como ao exame do correto preenchimento do Plano de Trabalho, em conformidade com o art. 6º e seu parágrafo único da referida Portaria Conjunta.
Ressalta-se, ainda, que nos termos do art. 5º, § 1º, inciso I, da referida Portaria Conjunta, a aprovação do Plano de Trabalho condiciona-se ao adequado preenchimento e atendimento às exigências legais e normativas vigentes.
Diante do exposto, após a análise do Plano de Ação em questão, no que tange a Meta 1 “Construçao de unidade escolar contendo 11 salas de atendimento; 2 salas de aula para 58 alunos; 1 sala multissensorial; 1 sala de fisioterapia; 1 sala do silêncio; 1 sala de atividades e 1 refeitório”, conclui-se que o respectivo Plano de Trabalho encontra-se em conformidade com os parâmetros estabelecidos nos normativos vigentes, revelando-se viável e adequado quanto aos seus objetivos e metas. Ademais, verifica-se a compatibilidade com os programas educacionais sob a responsabilidade desta CGEST.
","Concluída","2025-09-29T17:28:32.033325",,38061
128739,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","O plano de ação apresentado não se enquadra nas ações orçamentárias do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), e as metas indicadas não possuem correspondência com a área de atuação ou com as competências institucionais desta Pasta.

Nesse sentido, solicita-se, com a devida atenção, que seja realizada consulta prévia à área temática pertinente, de modo a direcionar a proposta ao(s) ministério(s) competente(s), assegurando a adequada alocação dos recursos e a efetiva execução das políticas públicas correlatas. Os objetos padronizados podem ser consultados no link: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais/orientacoes-gerais/objetos-padronizados-por-orgao.pdf.

Por fim, reforça-se que a correta identificação da área de atuação e do órgão competente é etapa essencial para garantir a conformidade técnica e legal das propostas, evitando retrabalho e otimizando o uso dos recursos públicos em benefício da sociedade.","Concluída","2025-08-25T18:12:28.236407",,36632
129455,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","O conteúdo do Parecer “Não se Aplica” se dá em razão de o Plano de Ação não ser compatível com as ações e finalidades da Secretaria Nacional de Políticas de Desenvolvimento Regional e Territorial – SDR, do Ministério da Integração e Desenvolvimento Regional – MIDR.
Caso queira consultar os Manuais das Ações da Secretaria, copie e cole o link a seguir: bit.ly/3WNht
","Concluída","2025-08-26T10:26:43.760251",,36632
129879,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","A análise do Plano de Trabalho constatou que o objeto da execução não está alinhado ao campo de atuação do Ministério da Pesca e Aquicultura. Diante disso, recomenda-se o encaminhamento do plano aos órgãos mais adequados para análise.","Concluída","2025-08-26T11:53:19.006241",,36632
143568,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as),
Informamos que o Plano de Ação nº 09032025-084228 / 2025 foi analisado por esta área técnica na presente data, com vistas à viabilização do respectivo Plano de Trabalho. Com base na avaliação objetiva realizada do plano de trabalho, que atende aos critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, conforme dispõe o §1º, inc. I do art. 5º da Portaria Conjunta MF/MGI nº 15, de 2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de trabalho com as políticas públicas do órgão setorial. Dessa forma, com respaldo na documentação apresentada e na conformidade com os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho.
Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio
dos contatos (61) 3218-3115 
Atenciosamente,
Anna Waléria
Supervisora Administrativa da Assessoria Técnica
Coordenação-Geral de Parcerias Institucionais – CGPI","Concluída","2025-10-01T06:26:27.641252",,36632
144845,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.","Concluída","2025-10-02T17:14:46.623547",,34700
145118,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Meta aprovada.","Concluída","2025-10-03T10:02:08.120752",,36758
145236,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025","Concluída","2025-10-03T10:48:30.283159",,38052
142627,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Não se Aplica","Concluída","2025-09-29T13:37:45.71197",,42426
142862,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","O plano de ação apresentado não se enquadra nas ações orçamentárias do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), e as metas indicadas não possuem correspondência com a área de atuação ou com as competências institucionais desta Pasta.

Nesse sentido, solicita-se, com a devida atenção, que seja realizada consulta prévia à área temática pertinente, de modo a direcionar a proposta ao(s) ministério(s) competente(s), assegurando a adequada alocação dos recursos e a efetiva execução das políticas públicas correlatas. Os objetos padronizados podem ser consultados no link: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais/orientacoes-gerais/objetos-padronizados-por-orgao.pdf.

Por fim, reforça-se que a correta identificação da área de atuação e do órgão competente é etapa essencial para garantir a conformidade técnica e legal das propostas, evitando retrabalho e otimizando o uso dos recursos públicos em benefício da sociedade.","Concluída","2025-09-29T16:17:16.589673",,42426
145242,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","Objeto em desacordo com as competências do MPA.","Concluída","2025-10-03T10:52:02.535245",,42426
145619,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as), 
Informamos que o Plano de Ação nº 09032025-084224 / 2025 foi analisado por esta 
área técnica na presente data, com vistas à viabilização do respectivo Plano de 
Trabalho. 
Com base na avaliação objetiva realizada do plano de trabalho, que atende aos 
critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, 
conforme dispõe o §1º, inc. I do  art. 5º da Portaria Conjunta MF/MGI nº 15, de 
2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de 
trabalho com as políticas públicas do órgão setorial. 
Dessa forma, com respaldo na documentação apresentada e na conformidade com 
os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho. 
Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio 
dos contatos (61) 3218-3763.
Atenciosamente, 
Warley Ferreira
Supervisor Administrativo da Assessoria Técnica 
Coordenação-Geral de Parcerias Institucionais – CGPI ","Concluída","2025-10-03T15:30:24.978181",,42426
146065,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Cabe registrar que este parecer é de APROVAÇÃO APENAS A META 1 de COMPETÊNCIA DESTE MCID","Concluída","2025-10-03T17:58:18.129702",,37337
146436,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","PARECER TÉCNICO Nº 161/2025-SAES/GAB/SAES/MS - APROVADO
","Concluída","2025-10-03T20:46:10.394195",,40981
146628,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.","Concluída","2025-10-03T22:51:41.93124",,38288
145640,308795,"Ministério da Pesca e Aquicultura","CONCLUIDO","Não se aplica","Objeto em desacordo com as competências do MPA.","Concluída","2025-10-03T15:38:34.879663",,38497
140754,304,"Ministério da Saúde","EM_COMPLEMENTACAO","Solicitar Complementação","Em análise ao Plano de Trabalho apresentado para execução da Emenda Especial, verificou-se que não foram atendidos requisitos obrigatórios previstos na Portaria Conjunta MF/MGI nº 15, de 28 de julho de 2025, na Lei nº 8.080, de 19 de setembro de 1990, bem como em demais normativas aplicáveis ao planejamento e execução de ações no âmbito do Sistema Único de Saúde (SUS). 

Diante disso, solicita-se ao proponente a realização dos devidos ajustes, conforme os pontos a seguir: 

O recurso foi indicado como despesa de investimento, quando, pela natureza do objeto, deve ser aplicado em despesas correntes. 

Classificação Orçamentária de Despesa: indicar a classificação orçamentária compatível com o objeto da proposta. Ressalta-se que a ação orçamentária deve refletir a correta alocação dos recursos no orçamento do ente beneficiário. 

Metas: revisar as metas de forma detalhada, compatíveis com o objeto da proposta, observando a área de competência desta Secretaria e os princípios da Política Nacional de ATENÇÃO PRIMÁRIA À SAÚDE. 

Deliberação da CIB: apresentar comprovação da previsão do objeto em deliberação da Comissão Intergestores Bipartite (CIB), nos termos do art. 5º, §1º, inciso I, alínea “h”, da Portaria Conjunta MF/MGI nº 15/2025. Realizando envio em anexo. 

O não atendimento integral dos pontos acima poderá implicar na impossibilidade de prosseguimento da análise, conforme dispõe a legislação vigente.  

Para dúvidas relacionadas às adequações solicitadas, o proponente deverá contatar a Secretaria de Atenção Primária à Saúde (SAPS/MS) por meio de resposta à presente diligência no sistema Transferegov.br. 

Solicita-se que as diligências supracitadas sejam atendidas com a maior brevidade possível.","Concluída","2025-09-22T15:08:14.573775",,42399
144212,304,"Ministério da Saúde","CONCLUIDO","Solicitar Complementação","Assunto: Análise de mérito da proposta no âmbito da Portaria Conjunta MGI/MF nº 15, de 28 de julho 2025. 

Proponente: (FMS) 

UF: SC     Município: GUARACIABA 

1.            CONTEXTUALIZAÇÃO 

A presente análise refere-se à proposta apresentada pelo ente federativo supracitado no âmbito da Portaria Conjunta MGI/MF nº 15/2025, que dispõe sobre o processo de execução orçamentária e financeira pela União da transferência especial de que trata o art. 166-A, caput, inciso I da Constituição, e estabelece regras de execução da despesa e de transparência a serem observadas por estados, Distrito Federal e municípios. 

2.	ANÁLISE TÉCNICA  
Considerando a análise realizada, constata-se que as exigências não foram cumpridas, conforme regramentos estabelecidos na Portaria Conjunta MGI/MF nº 15/2025, de 28 de julho de 2025. Para emissão de parecer conclusivo, solicita-se a seguinte adequação na proposta apresentada:



a)	Enviar os e-mails dos conselhos locais ou instâncias de controle social e dos tribunais de contas de que o ente beneficiário está sob jurisdição, para notificação automática do Transferegov.br; e
b)	Enviar a CIB. O parecer prévio das instâncias competentes de governança do Sistema Único de Saúde - SUS relatando a observância ao estrito cumprimento das regras técnicas que o regem, nos termos da Lei nº 8.080, de 19 de setembro de 1990, especialmente nos arts. 14-A, 35 e 36, no caso de o recurso da transferência especial ser destinado à área de saúde.
c)	Cumpre esclarecer que o Transporte Sanitário Eletivo financiado pelo Ministério da Saúde é para atender ao deslocamento de pessoas que precisam realizar procedimentos médicos, como consultas, exames e tratamentos, que são agendados. Não é para um público específico, não sendo possível o financiamento conforme foi solicitado na proposta.
1)	Informar o CNES da unidade COMO CENTRAL DE GESTÃO EM SAÚDE, no campo específico da proposta -  O VEÍCULO NÃO DEVERÁ SER VINCULADO A NENHUM ESTABELECIMENTO ASSISTENCIAL;
2)	Informar a necessidade do transporte com justificativa de implantação ou qualificação do serviço para pacientes com necessidade de transporte;
3)	Correlacionar os objetivos da proposta com as diretrizes da Atenção Especializada;
4)	Informar as referências da pactuação regional da atenção especializada;


Documentos Obrigatórios:

a)	Declaração do gestor descrevendo a necessidade do Transporte Sanitário, conforme formulário do transporte sanitário disponível no INVESTUS;
b)	Termo de Compromisso assinado pelo Gestor Local assegurando o custeio e a manutenção referente ao pleno funcionamento do veículo para os objetivos propostos.
c)	Relatório de Transporte do Sistema Nacional de Regulação - SISREG ou outro relatório caso o município não utilize o SISREG dos últimos 3 meses (o relatório deve conter nome, data, hora, local de saída e chegada dos pacientes). O documento deve ser assinado pelo Gestor;
d)	Declaração do Gestor demostrando se já houve ou não recursos federais para aquisição de transporte sanitário nos últimos 3 (três) anos.


Para dúvidas relacionadas as adequações solicitadas entrar em contato com analisetecnica.saes@saude.gov.br
Solicita-se que as diligências supracitadas sejam atendidas com a maior brevidade possível, considerando o calendário de execução das emendas parlamentares, amplamente divulgado no site do Fundo Nacional de Saúde (https://portalfns.saude.gov.br). 
","Concluída","2025-10-01T18:00:32.269801",,40521
113188,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025;","Concluída","2025-08-07T12:04:39.068252",,34815
115109,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-11T11:32:56.958185",,39635
138208,308797,"Ministério do Esporte","REPROVADO","Reprovar Plano de Trabalho","Plano de Ação reprovado conforme parecer anexo.","Concluída","2025-09-10T16:21:40.263562",396000,42835
113418,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Não se aplica as ações do MIDR.","Concluída","2025-08-07T15:03:49.83739",,34494
116474,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-12T15:48:51.444333",,34494
117992,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-14T09:02:00.483919",,42967
121468,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-18T10:55:20.203546",,40261
123358,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025","Concluída","2025-08-20T10:20:50.159422",,38112
123489,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Informamos que o parecer ""Não se Aplica"" foi emitido porque o Plano de Ação apresentado não está alinhado com as ações e finalidades da Secretaria Nacional de Políticas de Desenvolvimento Regional e Territorial (SDR) do Ministério da Integração e Desenvolvimento Regional (MIDR).

Caso queira consultar os Manuais das Ações da Secretaria, copie e cole o link a seguir em seu navegador: bit.ly/3WNhtiy.
","Concluída","2025-08-20T11:37:48.794429",,38112
129615,308795,"Ministério da Pesca e Aquicultura","APROVADO","Aprovar Plano de Trabalho","O plano de trabalho foi analisado e refere-se à construção de um ponto de apoio para os pescadores artesanais do Município de Balneário Barra do Sul/SC, por meio da implantação de uma estrutura náutica para a pesca, contemplando deck de concreto armado revestido com tábuas de madeira. Diante disso, APROVAMOS o referido plano.","Concluída","2025-08-26T11:07:15.367927",,35507
132595,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-26T19:54:53.138924",,43195
139205,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-09-16T09:40:36.926086",,39340
132858,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Aprovar Plano de Trabalho","Aprovação Integral do Plano de Trabalho","Concluída","2025-08-26T20:44:51.152021",,41551
136038,308798,"Ministério das Cidades","APROVADO","Não se aplica","Este Plano não possui metas aferidas á áreas de atuação do Ministério das Cidades
","Concluída","2025-09-04T11:29:37.325472",,41551
136289,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-09-04T15:55:14.117415",,39467
138202,308797,"Ministério do Esporte","APROVADO","Aprovar Plano de Trabalho","Plano de Ação aprovado conforme parecer anexo.","Concluída","2025-09-10T16:15:18.887387",,39894
139242,308796,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","APROVADO","Aprovar Plano de Trabalho","Prezado Gestor,
Segue, anexo PARECER DE RECOMENDAÇÃO nº 439– TRANSFERÊNCIAS ESPECIAIS
","Concluída","2025-09-16T10:46:53.569344",,36040
112451,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025. ","Concluída","2025-08-06T15:35:22.235421",,37399
115137,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-11T11:49:31.899078",,40863
120213,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-15T11:44:19.278049",,38062
143104,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-09-30T09:30:42.272878",,43872
143136,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Parecer Técnico nº 96/2025-SAES/GAB/SAES/MS APROVADO","Concluída","2025-09-30T09:51:21.669249",,37177
143696,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","- Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-10-01T10:36:53.372807",,42593
143993,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Meta 1 aprovada","Concluída","2025-10-01T15:30:34.569043",,36755
144843,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.","Concluída","2025-10-02T17:12:28.770196",,42341
144846,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.","Concluída","2025-10-02T17:16:28.256044",,42388
144850,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.","Concluída","2025-10-02T17:23:58.345674",,39703
145229,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-10-03T10:42:18.699033",,43863
145546,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","PARECER TÉCNICO Nº 904/2025-CGAH/DAHU/SAES/MS","Concluída","2025-10-03T14:54:29.141599",,40390
133037,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Aprovar Plano de Trabalho","Aprovação Integral do Plano de Trabalho","Concluída","2025-08-26T21:35:33.88338",,41932
